Record_No,PMID,Title,Authors,Citation,First_Author,Journal_or_Book,Publication_Year,Create_Date,PMCID,DOI
931,20888191,Adolescent escitalopram administration modifies neurochemical alterations in the hippocampus of maternally separated rats,"Hui J, Zhang Z, Liu S, Xi G, Zhang X, Teng G, Chan KC, Wu EX, Nie B, Shan B, Li L, Reynolds GP.",Eur Neuropsychopharmacol. 2010 Dec;20(12):875-83. doi: 10.1016/j.euroneuro.2010.08.010.,Hui J,Eur Neuropsychopharmacol,2010,2010-10-05,,10.1016/j.euroneuro.2010.08.010
932,35150676,Community metabolomics provides insights into mechanisms of pollution-induced community tolerance of periphyton,"Lips S, Larras F, Schmitt-Jansen M.",Sci Total Environ. 2022 Jun 10;824:153777. doi: 10.1016/j.scitotenv.2022.153777. Epub 2022 Feb 9.,Lips S,Sci Total Environ,2022,2022-02-12,,10.1016/j.scitotenv.2022.153777
933,28011409,"Geographic variation and within-individual correlations of physiological stress markers in a widespread reptile, the common garter snake (Thamnophis sirtalis)","Gangloff EJ, Sparkman AM, Holden KG, Corwin CJ, Topf M, Bronikowski AM.",Comp Biochem Physiol A Mol Integr Physiol. 2017 Mar;205:68-76. doi: 10.1016/j.cbpa.2016.12.019. Epub 2016 Dec 21.,Gangloff EJ,Comp Biochem Physiol A Mol Integr Physiol,2017,2016-12-25,,10.1016/j.cbpa.2016.12.019
934,27886113,Predictors of Urinary 3-Phenoxybenzoic Acid Levels in 50 North Carolina Adults,"Morgan M, Jones P, Sobus J, Boyd Barr D.",Int J Environ Res Public Health. 2016 Nov 23;13(11):1172. doi: 10.3390/ijerph13111172.,Morgan M,Int J Environ Res Public Health,2016,2016-11-26,PMC5129381,10.3390/ijerph13111172
935,19426257,The sensitive hare: sublethal effects of predator stress on reproduction in snowshoe hares,"Sheriff MJ, Krebs CJ, Boonstra R.",J Anim Ecol. 2009 Nov;78(6):1249-58. doi: 10.1111/j.1365-2656.2009.01552.x. Epub 2009 Apr 23.,Sheriff MJ,J Anim Ecol,2009,2009-05-12,,10.1111/j.1365-2656.2009.01552.x
936,23474330,Associations between social behaviour and adrenal activity in female Barbary macaques: consequences of study design,"Edwards KL, Walker SL, Bodenham RF, Ritchie H, Shultz S.",Gen Comp Endocrinol. 2013 Jun 1;186:72-9. doi: 10.1016/j.ygcen.2013.02.023. Epub 2013 Mar 5.,Edwards KL,Gen Comp Endocrinol,2013,2013-03-12,,10.1016/j.ygcen.2013.02.023
937,24523250,Effects of management strategies on glucocorticoids and behavior in Indian rhinoceros (Rhinoceros unicornis): translocation and operant conditioning,"Capiro JM, Stoops MA, Freeman EW, Clawson D, Schook MW.",Zoo Biol. 2014 Mar-Apr;33(2):131-43. doi: 10.1002/zoo.21119. Epub 2014 Feb 13.,Capiro JM,Zoo Biol,2014,2014-02-14,,10.1002/zoo.21119
938,27908659,Public exposure and number of conspecifics have no influence on ovarian and adrenal activity in the cheetah (Acinonyx jubatus),"Koester DC, Wildt DE, Brown JL, Meeks K, Crosier AE.",Gen Comp Endocrinol. 2017 Mar 1;243:120-129. doi: 10.1016/j.ygcen.2016.11.010. Epub 2016 Nov 28.,Koester DC,Gen Comp Endocrinol,2017,2016-12-03,,10.1016/j.ygcen.2016.11.010
939,32325851,Exercise Training Combined with Bifidobacterium longum OLP-01 Supplementation Improves Exercise Physiological Adaption and Performance,"Huang WC, Hsu YJ, Huang CC, Liu HC, Lee MC.",Nutrients. 2020 Apr 19;12(4):1145. doi: 10.3390/nu12041145.,Huang WC,Nutrients,2020,2020-04-25,PMC7231274,10.3390/nu12041145
940,28163803,Estrogen- and stress-induced DNA damage in breast cancer and chemoprevention with dietary flavonoid,"Yasuda MT, Sakakibara H, Shimoi K.",Genes Environ. 2017 Feb 1;39:10. doi: 10.1186/s41021-016-0071-7. eCollection 2017.,Yasuda MT,Genes Environ,2017,2017-02-07,PMC5286800,10.1186/s41021-016-0071-7
941,33513198,Stress reactivity near birth affects nest building timing and offspring number and survival in the European rabbit (Oryctolagus cuniculus),"Benedek I, Altbӓcker V, Molnár T.",PLoS One. 2021 Jan 29;16(1):e0246258. doi: 10.1371/journal.pone.0246258. eCollection 2021.,Benedek I,PLoS One,2021,2021-01-29,PMC7845978,10.1371/journal.pone.0246258
942,24791015,Rank effects on social stress in lactating chimpanzees,"Markham AC, Santymire RM, Lonsdorf EV, Heintz MR, Lipende I, Murray CM.",Anim Behav. 2014 Jan;87:195-202. doi: 10.1016/j.anbehav.2013.10.031.,Markham AC,Anim Behav,2014,2014-05-03,PMC4004704,10.1016/j.anbehav.2013.10.031
943,34531716,Lactobacillus paracasei Supplementation Prevents Early Life Stress-Induced Anxiety and Depressive-Like Behavior in Maternal Separation Model-Possible Involvement of Microbiota-Gut-Brain Axis in Differential Regulation of MicroRNA124a/132 and Glutamate Receptors,"Karen C, Shyu DJH, Rajan KE.",Front Neurosci. 2021 Aug 31;15:719933. doi: 10.3389/fnins.2021.719933. eCollection 2021.,Karen C,Front Neurosci,2021,2021-09-17,PMC8438336,10.3389/fnins.2021.719933
944,29783758,Investigation of Daphnia magna Sub-Lethal Exposure to Organophosphate Esters in the Presence of Dissolved Organic Matter Using ¹H NMR-Based Metabolomics,"Kovacevic V, Simpson AJ, Simpson MJ.",Metabolites. 2018 May 19;8(2):34. doi: 10.3390/metabo8020034.,Kovacevic V,Metabolites,2018,2018-05-23,PMC6027453,10.3390/metabo8020034
945,21383442,Volatile polar metabolites in exhaled breath condensate (EBC): collection and analysis,"Pleil JD, Hubbard HF, Sobus JR, Sawyer K, Madden MC.",J Breath Res. 2008 Jun;2(2):026001. doi: 10.1088/1752-7155/2/2/026001. Epub 2008 Jan 10.,Pleil JD,J Breath Res,2008,2011-03-09,,10.1088/1752-7155/2/2/026001
946,39460901,Association Between the Gut Microbiota and Alzheimer's Disease: An Update on Signaling Pathways and Translational Therapeutics,"Kulkarni R, Kumari S, Dhapola R, Sharma P, Singh SK, Medhi B, HariKrishnaReddy D.",Mol Neurobiol. 2025 Apr;62(4):4499-4519. doi: 10.1007/s12035-024-04545-2. Epub 2024 Oct 26.,Kulkarni R,Mol Neurobiol,2025,2024-10-26,,10.1007/s12035-024-04545-2
947,31411732,Fighting on two fronts: Elevated insect resistance in flooded maize,"Block AK, Hunter CT, Sattler SE, Rering C, McDonald S, Basset GJ, Christensen SA.",Plant Cell Environ. 2020 Jan;43(1):223-234. doi: 10.1111/pce.13642. Epub 2019 Aug 22.,Block AK,Plant Cell Environ,2020,2019-08-15,,10.1111/pce.13642
948,38953915,"Flexible males, reactive females: faecal glucocorticoid metabolites indicate increased stress in the colonist population, damping with time in males but not in females","Surkova EN, Savinetskaya LE, Khropov IS, Tchabovsky AV.",J Comp Physiol B. 2024 Aug;194(4):545-554. doi: 10.1007/s00360-024-01564-2. Epub 2024 Jul 2.,Surkova EN,J Comp Physiol B,2024,2024-07-02,,10.1007/s00360-024-01564-2
949,27069618,Seasonal and urban effects on the endocrinology of a wild passerine,"Russ A, Reitemeier S, Weissmann A, Gottschalk J, Einspanier A, Klenke R.",Ecol Evol. 2015 Nov 19;5(23):5698-710. doi: 10.1002/ece3.1820. eCollection 2015 Dec.,Russ A,Ecol Evol,2015,2016-04-13,PMC4813110,10.1002/ece3.1820
950,18040973,Stress and demographic decline: a potential effect mediated by impairment of reproduction and immune function in cyclic vole populations,"Charbonnel N, Chaval Y, Berthier K, Deter J, Morand S, Palme R, Cosson JF.",Physiol Biochem Zool. 2008 Jan-Feb;81(1):63-73. doi: 10.1086/523306. Epub 2007 Nov 16.,Charbonnel N,Physiol Biochem Zool,2008,2007-11-28,,10.1086/523306
951,32174832,Early-Life Stress Induces Depression-Like Behavior and Synaptic-Plasticity Changes in a Maternal Separation Rat Model: Gender Difference and Metabolomics Study,"Cui Y, Cao K, Lin H, Cui S, Shen C, Wen W, Mo H, Dong Z, Bai S, Yang L, Shi Y, Zhang R.",Front Pharmacol. 2020 Feb 26;11:102. doi: 10.3389/fphar.2020.00102. eCollection 2020.,Cui Y,Front Pharmacol,2020,2020-03-17,PMC7055479,10.3389/fphar.2020.00102
952,35051518,Biofilm-mediated bioremediation is a powerful tool for the removal of environmental pollutants,"Mishra S, Huang Y, Li J, Wu X, Zhou Z, Lei Q, Bhatt P, Chen S.",Chemosphere. 2022 May;294:133609. doi: 10.1016/j.chemosphere.2022.133609. Epub 2022 Jan 17.,Mishra S,Chemosphere,2022,2022-01-20,,10.1016/j.chemosphere.2022.133609
953,28455694,"Increased Root Canal Endotoxin Levels are Associated with Chronic Apical Periodontitis, Increased Oxidative and Nitrosative Stress, Major Depression, Severity of Depression, and a Lowered Quality of Life","Gomes C, Martinho FC, Barbosa DS, Antunes LS, Póvoa HCC, Baltus THL, Morelli NR, Vargas HO, Nunes SOV, Anderson G, Maes M.",Mol Neurobiol. 2018 Apr;55(4):2814-2827. doi: 10.1007/s12035-017-0545-z. Epub 2017 Apr 28.,Gomes C,Mol Neurobiol,2018,2017-04-30,,10.1007/s12035-017-0545-z
954,27551679,Context Specificity of the ANS Stress Response during Two Regrouping Experiments in Goats,"Patt A, Gygax L, Wechsler B, Hillmann E, Langbein J, Keil NM.",Front Vet Sci. 2016 Aug 8;3:58. doi: 10.3389/fvets.2016.00058. eCollection 2016.,Patt A,Front Vet Sci,2016,2016-08-24,PMC4976294,10.3389/fvets.2016.00058
955,28700694,A robust and efficient method for the extraction of plant extracellular surface lipids as applied to the analysis of silks and seedling leaves of maize,"Loneman DM, Peddicord L, Al-Rashid A, Nikolau BJ, Lauter N, Yandeau-Nelson MD.",PLoS One. 2017 Jul 11;12(7):e0180850. doi: 10.1371/journal.pone.0180850. eCollection 2017.,Loneman DM,PLoS One,2017,2017-07-13,PMC5507477,10.1371/journal.pone.0180850
956,30108622,"Foraging, feeding, and physiological stress responses of wild wood mice to increased illumination and common genet cues","Navarro-Castilla Á, Barja I, Díaz M.",Curr Zool. 2018 Aug;64(4):409-417. doi: 10.1093/cz/zox048. Epub 2017 Aug 2.,Navarro-Castilla Á,Curr Zool,2018,2018-08-16,PMC6084594,10.1093/cz/zox048
957,33374372,"Why Venous Leg Ulcers Have Difficulty Healing: Overview on Pathophysiology, Clinical Consequences, and Treatment","Raffetto JD, Ligi D, Maniscalco R, Khalil RA, Mannello F.",J Clin Med. 2020 Dec 24;10(1):29. doi: 10.3390/jcm10010029.,Raffetto JD,J Clin Med,2020,2020-12-30,PMC7795034,10.3390/jcm10010029
958,9089467,"Brain metabolism of progesterone, coping behaviour and emotional reactivity in male rats from two psychogenetically selected lines","Steimer T, Driscoll P, Schulz PE.",J Neuroendocrinol. 1997 Mar;9(3):169-75. doi: 10.1046/j.1365-2826.1997.t01-1-00571.x.,Steimer T,J Neuroendocrinol,1997,1997-03-01,,10.1046/j.1365-2826.1997.t01-1-00571.x
959,33354110,Exogenous Ketones as Therapeutic Signaling Molecules in High-Stress Occupations: Implications for Mitigating Oxidative Stress and Mitochondrial Dysfunction in Future Research,"Waldman HS, McAllister MJ.",Nutr Metab Insights. 2020 Dec 10;13:1178638820979029. doi: 10.1177/1178638820979029. eCollection 2020.,Waldman HS,Nutr Metab Insights,2020,2020-12-23,PMC7734540,10.1177/1178638820979029
960,32959993,"Glucocorticoids, energy metabolites, and immunity vary across allostatic states for plateau side-blotched lizards (Uta stansburiana uniformis) residing in a heterogeneous thermal environment","Hudson SB, Lidgard AD, French SS.",J Exp Zool A Ecol Integr Physiol. 2020 Dec;333(10):732-743. doi: 10.1002/jez.2415. Epub 2020 Sep 22.,Hudson SB,J Exp Zool A Ecol Integr Physiol,2020,2020-09-22,,10.1002/jez.2415
961,35162929,Precarious Employment and Chronic Stress: Do Social Support Networks Matter?,"Belvis F, Bolíbar M, Benach J, Julià M.",Int J Environ Res Public Health. 2022 Feb 8;19(3):1909. doi: 10.3390/ijerph19031909.,Belvis F,Int J Environ Res Public Health,2022,2022-02-15,PMC8835513,10.3390/ijerph19031909
962,22285074,Occurrence of Tako-Tsubo cardiomyopathy in association with ingestion of serotonin/noradrenaline reuptake inhibitors,"Neil CJ, Chong CR, Nguyen TH, Horowitz JD.",Heart Lung Circ. 2012 Apr;21(4):203-5. doi: 10.1016/j.hlc.2011.12.004. Epub 2012 Jan 27.,Neil CJ,Heart Lung Circ,2012,2012-01-31,,10.1016/j.hlc.2011.12.004
963,22384079,Physiological stress and refuge behavior by African elephants,"Jachowski DS, Slotow R, Millspaugh JJ.",PLoS One. 2012;7(2):e31818. doi: 10.1371/journal.pone.0031818. Epub 2012 Feb 22.,Jachowski DS,PLoS One,2012,2012-03-03,PMC3284500,10.1371/journal.pone.0031818
964,15125771,Herbivore-induced plant vaccination. Part II. Array-studies reveal the transience of herbivore-specific transcriptional imprints and a distinct imprint from stress combinations,"Voelckel C, Baldwin IT.",Plant J. 2004 May;38(4):650-63. doi: 10.1111/j.1365-313X.2004.02077.x.,Voelckel C,Plant J,2004,2004-05-06,,10.1111/j.1365-313X.2004.02077.x
965,36833213,Ablation of Gabra5 Influences Corticosterone Levels and Anxiety-like Behavior in Mice,"Syding LA, Kubik-Zahorodna A, Reguera DP, Nickl P, Hruskova B, Kralikova M, Kopkanova J, Novosadova V, Kasparek P, Prochazka J, Rozman J, Turecek R, Sedlacek R.",Genes (Basel). 2023 Jan 21;14(2):285. doi: 10.3390/genes14020285.,Syding LA,Genes (Basel),2023,2023-02-25,PMC9956889,10.3390/genes14020285
966,25127496,"Mitochondria, energetics, epigenetics, and cellular responses to stress","Shaughnessy DT, McAllister K, Worth L, Haugen AC, Meyer JN, Domann FE, Van Houten B, Mostoslavsky R, Bultman SJ, Baccarelli AA, Begley TJ, Sobol RW, Hirschey MD, Ideker T, Santos JH, Copeland WC, Tice RR, Balshaw DM, Tyson FL.",Environ Health Perspect. 2014 Dec;122(12):1271-8. doi: 10.1289/ehp.1408418. Epub 2014 Aug 15.,Shaughnessy DT,Environ Health Perspect,2014,2014-08-16,PMC4256704,10.1289/ehp.1408418
967,9767189,Radiation-induced lipoperoxidative stress in children coupled with deficit of essential antioxidants,"Neyfakh EA, Alimbekova AI, Ivanenko GF.",Biochemistry (Mosc). 1998 Aug;63(8):977-87.,Neyfakh EA,Biochemistry (Mosc),1998,1998-10-10,,
968,39350005,Low temperature and high humidity affect dynamics of chlorophyll biosynthesis and secondary metabolites in Cucumber,"Amin B, Atif MJ, Kandegama W, Nasar J, Alam P, Fang Z, Cheng Z.",BMC Plant Biol. 2024 Sep 30;24(1):903. doi: 10.1186/s12870-024-05615-2.,Amin B,BMC Plant Biol,2024,2024-09-30,PMC11441134,10.1186/s12870-024-05615-2
969,33674651,The response regulator Skn7 of Aspergillus fumigatus is essential for the antifungal effect of fludioxonil,"Schruefer S, Böhmer I, Dichtl K, Spadinger A, Kleinemeier C, Ebel F.",Sci Rep. 2021 Mar 5;11(1):5317. doi: 10.1038/s41598-021-84740-6.,Schruefer S,Sci Rep,2021,2021-03-06,PMC7935864,10.1038/s41598-021-84740-6
970,37110193,A Review of the Impact of Maternal Prenatal Stress on Offspring Microbiota and Metabolites,"Yeramilli V, Cheddadi R, Shah J, Brawner K, Martin C.",Metabolites. 2023 Apr 9;13(4):535. doi: 10.3390/metabo13040535.,Yeramilli V,Metabolites,2023,2023-04-28,PMC10142778,10.3390/metabo13040535
971,1329390,[Biogenic amines in the brain structures of rats from genetically diverse strains under stress],"Gorbunova AV, Belova TI.",Zh Vyssh Nerv Deiat Im I P Pavlova. 1992 Mar-Apr;42(2):363-71.,Gorbunova AV,Zh Vyssh Nerv Deiat Im I P Pavlova,1992,1992-03-01,,
972,20626646,Elevated CO2 shifts the focus of tobacco plant defences from cucumber mosaic virus to the green peach aphid,"Fu X, Ye L, Kang L, Ge F.",Plant Cell Environ. 2010 Dec;33(12):2056-64. doi: 10.1111/j.1365-3040.2010.02205.x.,Fu X,Plant Cell Environ,2010,2010-07-15,,10.1111/j.1365-3040.2010.02205.x
973,37631188,Changes in Profiles of Classes and of Individual Polyphenols in Leaves of Spiraea chamaedryfolia and Spiraea media along an Altitudinal Gradient,"Boyarskikh IG, Artemov IA, Kuznetsov AA, Kostikova VA.",Plants (Basel). 2023 Aug 17;12(16):2977. doi: 10.3390/plants12162977.,Boyarskikh IG,Plants (Basel),2023,2023-08-26,PMC10458703,10.3390/plants12162977
974,33963607,An increase in normetanephrine in hair follicles of acne lesions through the sympatho-adrenal medullary system in acne patients with anxiety,"Mizuno K, Sakaue H, Kohsaka K, Takeda H, Hayashi N, Sato T.",J Dermatol. 2021 Aug;48(8):1281-1285. doi: 10.1111/1346-8138.15935. Epub 2021 May 7.,Mizuno K,J Dermatol,2021,2021-05-08,,10.1111/1346-8138.15935
975,39452901,Salicylic Acid and Melatonin Synergy Enhances Boron Toxicity Tolerance via AsA-GSH Cycle and Glyoxalase System Regulation in Fragrant Rice,"Imran M, Widemann E, Shafiq S, Bakhsh A, Chen X, Tang X.",Metabolites. 2024 Sep 26;14(10):520. doi: 10.3390/metabo14100520.,Imran M,Metabolites,2024,2024-10-25,PMC11509829,10.3390/metabo14100520
976,35020865,Patho-immunological mechanisms of vitiligo: the role of the innate and adaptive immunities and environmental stress factors,"Faraj S, Kemp EH, Gawkrodger DJ.",Clin Exp Immunol. 2022 Jan 28;207(1):27-43. doi: 10.1093/cei/uxab002.,Faraj S,Clin Exp Immunol,2022,2022-01-12,PMC8802175,10.1093/cei/uxab002
977,12656218,"Effects of stress on the urinary excretory pattern of niacin catabolites, the most reliable index of niacin status, in humans","Okamoto H, Ishikawa A, Nishimuta M, Kodama N, Yoshitake Y, Fukuwatari T, Shibata K.",J Nutr Sci Vitaminol (Tokyo). 2002 Oct;48(5):417-9. doi: 10.3177/jnsv.48.417.,Okamoto H,J Nutr Sci Vitaminol (Tokyo),2002,2003-03-27,,10.3177/jnsv.48.417
978,659373,"Schizophrenia, rheumatoid arthritis and trytophan metabolism",Taylor WM.,J Clin Psychiatry. 1978 Jun;39(6):499-503.,Taylor WM,J Clin Psychiatry,1978,1978-06-01,,
979,36527519,"Gastrointestinal Tract, Microbiota and Multiple Sclerosis (MS) and the Link Between Gut Microbiota and CNS","Yousefi B, Babaeizad A, Banihashemian SZ, Feyzabadi ZK, Dadashpour M, Pahlevan D, Ghaffari H, Eslami M.",Curr Microbiol. 2022 Dec 17;80(1):38. doi: 10.1007/s00284-022-03150-7.,Yousefi B,Curr Microbiol,2022,2022-12-17,,10.1007/s00284-022-03150-7
980,35370559,Potential Roles of Enterochromaffin Cells in Early Life Stress-Induced Irritable Bowel Syndrome,"Tao E, Zhu Z, Hu C, Long G, Chen B, Guo R, Fang M, Jiang M.",Front Cell Neurosci. 2022 Mar 15;16:837166. doi: 10.3389/fncel.2022.837166. eCollection 2022.,Tao E,Front Cell Neurosci,2022,2022-04-04,PMC8964523,10.3389/fncel.2022.837166
981,33359663,"Non-invasive hormone monitoring as a robust method for determining adrenocortical activity in injured, emaciated and oil-contaminated African penguins undergoing rehabilitation","Scheun J, Ludynia K, Snyman A, Ganswindt A.",Gen Comp Endocrinol. 2021 Mar 1;303:113703. doi: 10.1016/j.ygcen.2020.113703. Epub 2021 Jan 1.,Scheun J,Gen Comp Endocrinol,2021,2020-12-28,,10.1016/j.ygcen.2020.113703
982,27059527,Daily exposure to a touchscreen-paradigm and associated food restriction evokes an increase in adrenocortical and neural activity in mice,"Mallien AS, Palme R, Richetto J, Muzzillo C, Richter SH, Vogt MA, Inta D, Riva MA, Vollmayr B, Gass P.",Horm Behav. 2016 May;81:97-105. doi: 10.1016/j.yhbeh.2016.03.009. Epub 2016 Apr 6.,Mallien AS,Horm Behav,2016,2016-04-10,,10.1016/j.yhbeh.2016.03.009
983,26973843,Exposure to Increased Environmental Complexity during Rearing Reduces Fearfulness and Increases Use of Three-Dimensional Space in Laying Hens (Gallus gallus domesticus),"Brantsæter M, Nordgreen J, Rodenburg TB, Tahamtani FM, Popova A, Janczak AM.",Front Vet Sci. 2016 Feb 29;3:14. doi: 10.3389/fvets.2016.00014. eCollection 2016.,Brantsæter M,Front Vet Sci,2016,2016-03-15,PMC4770049,10.3389/fvets.2016.00014
984,26757681,Maternal effects on offspring stress physiology in wild chimpanzees,"Murray CM, Stanton MA, Wellens KR, Santymire RM, Heintz MR, Lonsdorf EV.",Am J Primatol. 2018 Jan;80(1). doi: 10.1002/ajp.22525. Epub 2016 Jan 12.,Murray CM,Am J Primatol,2018,2016-01-14,,10.1002/ajp.22525
985,35143671,Cattle acclimate more substantially to repeated handling when confined individually in a pen than when assessed as a group,"Parham JT, Tanner AE, Blevins SR, Wahlberg ML, Lewis RM.",J Anim Sci. 2022 Mar 1;100(3):skac040. doi: 10.1093/jas/skac040.,Parham JT,J Anim Sci,2022,2022-02-10,PMC9030122,10.1093/jas/skac040
